      Z             R              Ez            Er            |E|           H 
    (cm)          (cm)           (MV/m)        (MV/m)        (MV/m)        (A/m) 
    3.52          0.75        0.0104669457        0        0.0104669457      0
    3.53          0.75        0.0103985831        0        0.0103985831      0
    3.54          0.75        0.0103311074        0        0.0103311074      0
    3.55          0.75        0.0102645015        0        0.0102645015      0
    3.56          0.75        0.0101987486        0        0.0101987486      0
    3.57          0.75        0.0101338324        0        0.0101338324      0
    3.58          0.75        0.0100697371        0        0.0100697371      0
    3.59          0.75        0.0100064473        0        0.0100064473      0
    3.6           0.75        0.0099439478        0        0.0099439478      0
    3.61          0.75        0.009882224         0        0.009882224       0
    3.62          0.75        0.0098212614        0        0.0098212614      0
    3.63          0.75        0.0097610462        0        0.0097610462      0
    3.64          0.75        0.0097015646        0        0.0097015646      0
    3.65          0.75        0.0096428033        0        0.0096428033      0
    3.66          0.75        0.0095847493        0        0.0095847493      0
    3.67          0.75        0.00952739          0        0.00952739        0
    3.68          0.75        0.0094707129        0        0.0094707129      0
    3.69          0.75        0.0094147059        0        0.0094147059      0
    3.7           0.75        0.0093593573        0        0.0093593573      0
    3.71          0.75        0.0093046555        0        0.0093046555      0
    3.72          0.75        0.0092505892        0        0.0092505892      0
    3.73          0.75        0.0091971474        0        0.0091971474      0
    3.74          0.75        0.0091443194        0        0.0091443194      0
    3.75          0.75        0.0090920947        0        0.0090920947      0
    3.76          0.75        0.0090404629        0        0.0090404629      0
    3.77          0.75        0.0089894141        0        0.0089894141      0
    3.78          0.75        0.0089389384        0        0.0089389384      0
    3.79          0.75        0.0088890262        0        0.0088890262      0
    3.8           0.75        0.0088396682        0        0.0088396682      0
    3.81          0.75        0.0087908551        0        0.0087908551      0
    3.82          0.75        0.0087425781        0        0.0087425781      0
    3.83          0.75        0.0086948283        0        0.0086948283      0
    3.84          0.75        0.0086475971        0        0.0086475971      0
    3.85          0.75        0.0086008761        0        0.0086008761      0
    3.86          0.75        0.0085546572        0        0.0085546572      0
    3.87          0.75        0.0085089322        0        0.0085089322      0
    3.88          0.75        0.0084636933        0        0.0084636933      0
    3.89          0.75        0.0084189328        0        0.0084189328      0
    3.9           0.75        0.0083746431        0        0.0083746431      0
    3.91          0.75        0.0083308169        0        0.0083308169      0
    3.92          0.75        0.0082874469        0        0.0082874469      0
    3.93          0.75        0.008244526         0        0.008244526       0
    3.94          0.75        0.0082020473        0        0.0082020473      0
    3.95          0.75        0.008160004         0        0.008160004       0
    3.96          0.75        0.0081183894        0        0.0081183894      0
    3.97          0.75        0.008077197         0        0.008077197       0
    3.98          0.75        0.0080364205        0        0.0080364205      0
    3.99          0.75        0.0079960535        0        0.0079960535      0
    4             0.75        0.0079560899        0        0.0079560899      0
    0.01          1.0         0.9920039465        0        0.9920039465      0
    0.02          1.0         0.9919635795        0        0.9919635795      0
    0.03          1.0         0.991922803         0        0.991922803       0
    0.04          1.0         0.9918816106        0        0.9918816106      0
    0.05          1.0         0.991839996         0        0.991839996       0
    0.06          1.0         0.9917979527        0        0.9917979527      0
    0.07          1.0         0.991755474         0        0.991755474       0
    0.08          1.0         0.9917125531        0        0.9917125531      0
    0.09          1.0         0.9916691831        0        0.9916691831      0
    0.1           1.0         0.9916253569        0        0.9916253569      0
    0.11          1.0         0.9915810672        0        0.9915810672      0
    0.12          1.0         0.9915363067        0        0.9915363067      0
    0.13          1.0         0.9914910678        0        0.9914910678      0
    0.14          1.0         0.9914453428        0        0.9914453428      0
    0.15          1.0         0.9913991239        0        0.9913991239      0
    0.16          1.0         0.9913524029        0        0.9913524029      0
    0.17          1.0         0.9913051717        0        0.9913051717      0
    0.18          1.0         0.9912574219        0        0.9912574219      0
    0.19          1.0         0.9912091449        0        0.9912091449      0
    0.2           1.0         0.9911603318        0        0.9911603318      0
    0.21          1.0         0.9911109738        0        0.9911109738      0
    0.22          1.0         0.9910610616        0        0.9910610616      0
    0.23          1.0         0.9910105859        0        0.9910105859      0
    0.24          1.0         0.9909595371        0        0.9909595371      0
    0.25          1.0         0.9909079053        0        0.9909079053      0
    0.26          1.0         0.9908556806        0        0.9908556806      0
    0.27          1.0         0.9908028526        0        0.9908028526      0
    0.28          1.0         0.9907494108        0        0.9907494108      0
    0.29          1.0         0.9906953445        0        0.9906953445      0
    0.3           1.0         0.9906406427        0        0.9906406427      0
    0.31          1.0         0.9905852941        0        0.9905852941      0
    0.32          1.0         0.9905292871        0        0.9905292871      0
    0.33          1.0         0.99047261          0        0.99047261        0
    0.34          1.0         0.9904152507        0        0.9904152507      0
    0.35          1.0         0.9903571967        0        0.9903571967      0
    0.36          1.0         0.9902984354        0        0.9902984354      0
    0.37          1.0         0.9902389538        0        0.9902389538      0
    0.38          1.0         0.9901787386        0        0.9901787386      0
    0.39          1.0         0.990117776         0        0.990117776       0
    0.4           1.0         0.9900560522        0        0.9900560522      0
    0.41          1.0         0.9899935527        0        0.9899935527      0
    0.42          1.0         0.9899302629        0        0.9899302629      0
    0.43          1.0         0.9898661676        0        0.9898661676      0
    0.44          1.0         0.9898012514        0        0.9898012514      0
    0.45          1.0         0.9897354985        0        0.9897354985      0
    0.46          1.0         0.9896688926        0        0.9896688926      0
    0.47          1.0         0.9896014169        0        0.9896014169      0
    0.48          1.0         0.9895330543        0        0.9895330543      0
    0.49          1.0         0.9894637872        0        0.9894637872      0
    0.5           1.0         0.9893935976        0        0.9893935976      0
    0.51          1.0         0.9893224669        0        0.9893224669      0
    0.52          1.0         0.9892503761        0        0.9892503761      0
    0.53          1.0         0.9891773055        0        0.9891773055      0
    0.54          1.0         0.9891032352        0        0.9891032352      0
    0.55          1.0         0.9890281444        0        0.9890281444      0
    0.56          1.0         0.9889520119        0        0.9889520119      0
    0.57          1.0         0.9888748159        0        0.9888748159      0
    0.58          1.0         0.988796534         0        0.988796534       0
    0.59          1.0         0.9887171431        0        0.9887171431      0
    0.6           1.0         0.9886366195        0        0.9886366195      0
    0.61          1.0         0.9885549388        0        0.9885549388      0
    0.62          1.0         0.9884720758        0        0.9884720758      0
    0.63          1.0         0.9883880047        0        0.9883880047      0
    0.64          1.0         0.988302699         0        0.988302699       0
    0.65          1.0         0.9882161311        0        0.9882161311      0
    0.66          1.0         0.988128273         0        0.988128273       0
    0.67          1.0         0.9880390956        0        0.9880390956      0
    0.68          1.0         0.9879485689        0        0.9879485689      0
    0.69          1.0         0.9878566622        0        0.9878566622      0
    0.7           1.0         0.9877633435        0        0.9877633435      0
    0.71          1.0         0.9876685803        0        0.9876685803      0
    0.72          1.0         0.9875723385        0        0.9875723385      0
    0.73          1.0         0.9874745835        0        0.9874745835      0
    0.74          1.0         0.9873752793        0        0.9873752793      0
    0.75          1.0         0.9872743887        0        0.9872743887      0
    0.76          1.0         0.9871718734        0        0.9871718734      0
    0.77          1.0         0.9870676939        0        0.9870676939      0
    0.78          1.0         0.9869618095        0        0.9869618095      0
    0.79          1.0         0.9868541778        0        0.9868541778      0
    0.8           1.0         0.9867447554        0        0.9867447554      0
    0.81          1.0         0.9866334971        0        0.9866334971      0
    0.82          1.0         0.9865203565        0        0.9865203565      0
    0.83          1.0         0.9864052853        0        0.9864052853      0
    0.84          1.0         0.9862882338        0        0.9862882338      0
    0.85          1.0         0.9861691504        0        0.9861691504      0
    0.86          1.0         0.9860479818        0        0.9860479818      0
    0.87          1.0         0.9859246728        0        0.9859246728      0
    0.88          1.0         0.9857991662        0        0.9857991662      0
    0.89          1.0         0.9856714028        0        0.9856714028      0
    0.9           1.0         0.9855413211        0        0.9855413211      0
    0.91          1.0         0.9854088576        0        0.9854088576      0
    0.92          1.0         0.9852739462        0        0.9852739462      0
    0.93          1.0         0.9851365186        0        0.9851365186      0
    0.94          1.0         0.9849965037        0        0.9849965037      0
    0.95          1.0         0.9848538278        0        0.9848538278      0
    0.96          1.0         0.9847084144        0        0.9847084144      0
    0.97          1.0         0.9845601841        0        0.9845601841      0
    0.98          1.0         0.9844090542        0        0.9844090542      0
    0.99          1.0         0.9842549388        0        0.9842549388      0
    1             1.0         0.9840977487        0        0.9840977487      0
    1.01          1.0         0.9839373911        0        0.9839373911      0
    1.02          1.0         0.9837737693        0        0.9837737693      0
    1.03          1.0         0.9836067827        0        0.9836067827      0
    1.04          1.0         0.9834363266        0        0.9834363266      0
    1.05          1.0         0.9832622916        0        0.9832622916      0
    1.06          1.0         0.9830845642        0        0.9830845642      0
    1.07          1.0         0.9829030256        0        0.9829030256      0
    1.08          1.0         0.9827175519        0        0.9827175519      0
    1.09          1.0         0.9825280141        0        0.9825280141      0
    1.1           1.0         0.9823342771        0        0.9823342771      0
    1.11          1.0         0.9821362           0        0.9821362         0
    1.12          1.0         0.9819336356        0        0.9819336356      0
    1.13          1.0         0.9817264296        0        0.9817264296      0
    1.14          1.0         0.9815144209        0        0.9815144209      0
    1.15          1.0         0.9812974408        0        0.9812974408      0
    1.16          1.0         0.9810753125        0        0.9810753125      0
    1.17          1.0         0.9808478508        0        0.9808478508      0
    1.18          1.0         0.9806148616        0        0.9806148616      0
    1.19          1.0         0.9803761412        0        0.9803761412      0
    1.2           1.0         0.9801314757        0        0.9801314757      0
    1.21          1.0         0.9798806405        0        0.9798806405      0
    1.22          1.0         0.9796233997        0        0.9796233997      0
    1.23          1.0         0.979359505         0        0.979359505       0
    1.24          1.0         0.9790886952        0        0.9790886952      0
    1.25          1.0         0.9788106954        0        0.9788106954      0
    1.26          1.0         0.9785252157        0        0.9785252157      0
    1.27          1.0         0.9782319508        0        0.9782319508      0
    1.28          1.0         0.9779305781        0        0.9779305781      0
    1.29          1.0         0.9776207574        0        0.9776207574      0
    1.3           1.0         0.977302129         0        0.977302129       0
    1.31          1.0         0.9769743125        0        0.9769743125      0
    1.32          1.0         0.9766369055        0        0.9766369055      0
    1.33          1.0         0.9762894817        0        0.9762894817      0
    1.34          1.0         0.975931589         0        0.975931589       0
    1.35          1.0         0.975562748         0        0.975562748       0
    1.36          1.0         0.9751824497        0        0.9751824497      0
    1.37          1.0         0.9747901527        0        0.9747901527      0
    1.38          1.0         0.9743852816        0        0.9743852816      0
    1.39          1.0         0.9739672231        0        0.9739672231      0
    1.4           1.0         0.9735353239        0        0.9735353239      0
    1.41          1.0         0.9730888868        0        0.9730888868      0
    1.42          1.0         0.972627167         0        0.972627167       0
    1.43          1.0         0.972149368         0        0.972149368       0
    1.44          1.0         0.9716546375        0        0.9716546375      0
    1.45          1.0         0.9711420616        0        0.9711420616      0
    1.46          1.0         0.97061066          0        0.97061066        0
    1.47          1.0         0.9700593791        0        0.9700593791      0
    1.48          1.0         0.9694870858        0        0.9694870858      0
    1.49          1.0         0.9688925592        0        0.9688925592      0
    1.5           1.0         0.9682744826        0        0.9682744826      0
    1.51          1.0         0.9676314332        0        0.9676314332      0
    1.52          1.0         0.9669618719        0        0.9669618719      0
    1.53          1.0         0.9662641311        0        0.9662641311      0
    1.54          1.0         0.9655364005        0        0.9655364005      0
    1.55          1.0         0.9647767125        0        0.9647767125      0
    1.56          1.0         0.9639829239        0        0.9639829239      0
    1.57          1.0         0.9631526966        0        0.9631526966      0
    1.58          1.0         0.9622834746        0        0.9622834746      0
    1.59          1.0         0.9613724585        0        0.9613724585      0
    1.6           1.0         0.9604165758        0        0.9604165758      0
    1.61          1.0         0.959412447         0        0.959412447       0
    1.62          1.0         0.9583563464        0        0.9583563464      0
    1.63          1.0         0.9572441571        0        0.9572441571      0
    1.64          1.0         0.9560713183        0        0.9560713183      0
    1.65          1.0         0.9548327647        0        0.9548327647      0
    1.66          1.0         0.9535228549        0        0.9535228549      0
    1.67          1.0         0.9521352879        0        0.9521352879      0
    1.68          1.0         0.9506630047        0        0.9506630047      0
    1.69          1.0         0.949098072         0        0.949098072       0
    1.7           1.0         0.9474315433        0        0.9474315433      0
    1.71          1.0         0.9456532943        0        0.9456532943      0
    1.72          1.0         0.9437518241        0        0.9437518241      0
    1.73          1.0         0.9417140166        0        0.9417140166      0
    1.74          1.0         0.9395248497        0        0.9395248497      0
    1.75          1.0         0.9371670418        0        0.9371670418      0
    1.76          1.0         0.934620617         0        0.934620617       0
    1.77          1.0         0.9318623682        0        0.9318623682      0
    1.78          1.0         0.9288651885        0        0.9288651885      0
    1.79          1.0         0.9255972347        0        0.9255972347      0
    1.8           1.0         0.9220208696        0        0.9220208696      0
    1.81          1.0         0.9180913176        0        0.9180913176      0
    1.82          1.0         0.9137549389        0        0.9137549389      0
    1.83          1.0         0.9089469981        0        0.9089469981      0
    1.84          1.0         0.903588752         0        0.903588752       0
    1.85          1.0         0.8975836177        0        0.8975836177      0
    1.86          1.0         0.8908120886        0        0.8908120886      0
    1.87          1.0         0.8831249387        0        0.8831249387      0
    1.88          1.0         0.8743340836        0        0.8743340836      0
    1.89          1.0         0.8642002512        0        0.8642002512      0
    1.9           1.0         0.8524163823        0        0.8524163823      0
    1.91          1.0         0.8385855328        0        0.8385855328      0
    1.92          1.0         0.8221923155        0        0.8221923155      0
    1.93          1.0         0.8025684567        0        0.8025684567      0
    1.94          1.0         0.7788579384        0        0.7788579384      0
    1.95          1.0         0.7500000000        0        0.7500000000      0
    1.96          1.0         0.7147767125        0        0.7147767125      0
    1.97          1.0         0.6720208696        0        0.6720208696      0
    1.98          1.0         0.6211189416        0        0.6211189416      0
    1.99          1.0         0.5628329582        0        0.5628329582      0
    2             1.0         0.5000000000        0        0.5000000000      0
    2.01          1.0         0.4371670418        0        0.4371670418      0
    2.02          1.0         0.3788810584        0        0.3788810584      0
    2.03          1.0         0.3279791304        0        0.3279791304      0
    2.04          1.0         0.2852232875        0        0.2852232875      0
    2.05          1.0         0.2500000000        0        0.2500000000      0
    2.06          1.0         0.2211420616        0        0.2211420616      0
    2.07          1.0         0.1974315433        0        0.1974315433      0
    2.08          1.0         0.1778076845        0        0.1778076845      0
    2.09          1.0         0.1614144672        0        0.1614144672      0
    2.1           1.0         0.1475836177        0        0.1475836177      0
    2.11          1.0         0.1357997488        0        0.1357997488      0
    2.12          1.0         0.1256659164        0        0.1256659164      0
    2.13          1.0         0.1168750613        0        0.1168750613      0
    2.14          1.0         0.1091879114        0        0.1091879114      0
    2.15          1.0         0.1024163823        0        0.1024163823      0
    2.16          1.0         0.096411248         0        0.096411248       0
    2.17          1.0         0.0910530019        0        0.0910530019      0
    2.18          1.0         0.0862450611        0        0.0862450611      0
    2.19          1.0         0.0819086824        0        0.0819086824      0
    2.2           1.0         0.0779791304        0        0.0779791304      0
    2.21          1.0         0.0744027653        0        0.0744027653      0
    2.22          1.0         0.0711348115        0        0.0711348115      0
    2.23          1.0         0.0681376318        0        0.0681376318      0
    2.24          1.0         0.065379383         0        0.065379383       0
    2.25          1.0         0.0628329582        0        0.0628329582      0
    2.26          1.0         0.0604751503        0        0.0604751503      0
    2.27          1.0         0.0582859834        0        0.0582859834      0
    2.28          1.0         0.0562481759        0        0.0562481759      0
    2.29          1.0         0.0543467057        0        0.0543467057      0
    2.3           1.0         0.0525684567        0        0.0525684567      0
    2.31          1.0         0.050901928         0        0.050901928       0
    2.32          1.0         0.0493369953        0        0.0493369953      0
    2.33          1.0         0.0478647121        0        0.0478647121      0
    2.34          1.0         0.0464771451        0        0.0464771451      0
    2.35          1.0         0.0451672353        0        0.0451672353      0
    2.36          1.0         0.0439286817        0        0.0439286817      0
    2.37          1.0         0.0427558429        0        0.0427558429      0
    2.38          1.0         0.0416436536        0        0.0416436536      0
    2.39          1.0         0.040587553         0        0.040587553       0
    2.4           1.0         0.0395834242        0        0.0395834242      0
    2.41          1.0         0.0386275415        0        0.0386275415      0
    2.42          1.0         0.0377165254        0        0.0377165254      0
    2.43          1.0         0.0368473034        0        0.0368473034      0
    2.44          1.0         0.0360170761        0        0.0360170761      0
    2.45          1.0         0.0352232875        0        0.0352232875      0
    2.46          1.0         0.0344635995        0        0.0344635995      0
    2.47          1.0         0.0337358689        0        0.0337358689      0
    2.48          1.0         0.0330381281        0        0.0330381281      0
    2.49          1.0         0.0323685668        0        0.0323685668      0
    2.5           1.0         0.0317255174        0        0.0317255174      0
    2.51          1.0         0.0311074408        0        0.0311074408      0
    2.52          1.0         0.0305129142        0        0.0305129142      0
    2.53          1.0         0.0299406209        0        0.0299406209      0
    2.54          1.0         0.02938934          0        0.02938934        0
    2.55          1.0         0.0288579384        0        0.0288579384      0
    2.56          1.0         0.0283453625        0        0.0283453625      0
    2.57          1.0         0.027850632         0        0.027850632       0
    2.58          1.0         0.027372833         0        0.027372833       0
    2.59          1.0         0.0269111132        0        0.0269111132      0
    2.6           1.0         0.0264646761        0        0.0264646761      0
    2.61          1.0         0.0260327769        0        0.0260327769      0
    2.62          1.0         0.0256147184        0        0.0256147184      0
    2.63          1.0         0.0252098473        0        0.0252098473      0
    2.64          1.0         0.0248175503        0        0.0248175503      0
    2.65          1.0         0.024437252         0        0.024437252       0
    2.66          1.0         0.024068411         0        0.024068411       0
    2.67          1.0         0.0237105183        0        0.0237105183      0
    2.68          1.0         0.0233630945        0        0.0233630945      0
    2.69          1.0         0.0230256875        0        0.0230256875      0
    2.7           1.0         0.022697871         0        0.022697871       0
    2.71          1.0         0.0223792426        0        0.0223792426      0
    2.72          1.0         0.0220694219        0        0.0220694219      0
    2.73          1.0         0.0217680492        0        0.0217680492      0
    2.74          1.0         0.0214747843        0        0.0214747843      0
    2.75          1.0         0.0211893046        0        0.0211893046      0
    2.76          1.0         0.0209113048        0        0.0209113048      0
    2.77          1.0         0.020640495         0        0.020640495       0
    2.78          1.0         0.0203766003        0        0.0203766003      0
    2.79          1.0         0.0201193595        0        0.0201193595      0
    2.8           1.0         0.0198685243        0        0.0198685243      0
    2.81          1.0         0.0196238588        0        0.0196238588      0
    2.82          1.0         0.0193851384        0        0.0193851384      0
    2.83          1.0         0.0191521492        0        0.0191521492      0
    2.84          1.0         0.0189246875        0        0.0189246875      0
    2.85          1.0         0.0187025592        0        0.0187025592      0
    2.86          1.0         0.0184855791        0        0.0184855791      0
    2.87          1.0         0.0182735704        0        0.0182735704      0
    2.88          1.0         0.0180663644        0        0.0180663644      0
    2.89          1.0         0.0178638           0        0.0178638         0
    2.9           1.0         0.0176657229        0        0.0176657229      0
    2.91          1.0         0.0174719859        0        0.0174719859      0
    2.92          1.0         0.0172824481        0        0.0172824481      0
    2.93          1.0         0.0170969744        0        0.0170969744      0
    2.94          1.0         0.0169154358        0        0.0169154358      0
    2.95          1.0         0.0167377084        0        0.0167377084      0
    2.96          1.0         0.0165636734        0        0.0165636734      0
    2.97          1.0         0.0163932173        0        0.0163932173      0
    2.98          1.0         0.0162262307        0        0.0162262307      0
    2.99          1.0         0.0160626089        0        0.0160626089      0
    3             1.0         0.0159022513        0        0.0159022513      0
    3.01          1.0         0.0157450612        0        0.0157450612      0
    3.02          1.0         0.0155909458        0        0.0155909458      0
    3.03          1.0         0.0154398159        0        0.0154398159      0
    3.04          1.0         0.0152915856        0        0.0152915856      0
    3.05          1.0         0.0151461722        0        0.0151461722      0
    3.06          1.0         0.0150034963        0        0.0150034963      0
    3.07          1.0         0.0148634814        0        0.0148634814      0
    3.08          1.0         0.0147260538        0        0.0147260538      0
    3.09          1.0         0.0145911424        0        0.0145911424      0
    3.1           1.0         0.0144586789        0        0.0144586789      0
    3.11          1.0         0.0143285972        0        0.0143285972      0
    3.12          1.0         0.0142008338        0        0.0142008338      0
    3.13          1.0         0.0140753272        0        0.0140753272      0
    3.14          1.0         0.0139520182        0        0.0139520182      0
    3.15          1.0         0.0138308496        0        0.0138308496      0
    3.16          1.0         0.0137117662        0        0.0137117662      0
    3.17          1.0         0.0135947147        0        0.0135947147      0
    3.18          1.0         0.0134796435        0        0.0134796435      0
    3.19          1.0         0.0133665029        0        0.0133665029      0
    3.2           1.0         0.0132552446        0        0.0132552446      0
    3.21          1.0         0.0131458222        0        0.0131458222      0
    3.22          1.0         0.0130381905        0        0.0130381905      0
    3.23          1.0         0.0129323061        0        0.0129323061      0
    3.24          1.0         0.0128281266        0        0.0128281266      0
    3.25          1.0         0.0127256113        0        0.0127256113      0
    3.26          1.0         0.0126247207        0        0.0126247207      0
    3.27          1.0         0.0125254165        0        0.0125254165      0
    3.28          1.0         0.0124276615        0        0.0124276615      0
    3.29          1.0         0.0123314197        0        0.0123314197      0
    3.3           1.0         0.0122366565        0        0.0122366565      0
    3.31          1.0         0.0121433378        0        0.0121433378      0
    3.32          1.0         0.0120514311        0        0.0120514311      0
    3.33          1.0         0.0119609044        0        0.0119609044      0
    3.34          1.0         0.011871727         0        0.011871727       0
    3.35          1.0         0.0117838689        0        0.0117838689      0
    3.36          1.0         0.011697301         0        0.011697301       0
    3.37          1.0         0.0116119953        0        0.0116119953      0
    3.38          1.0         0.0115279242        0        0.0115279242      0
    3.39          1.0         0.0114450612        0        0.0114450612      0
    3.4           1.0         0.0113633805        0        0.0113633805      0
    3.41          1.0         0.0112828569        0        0.0112828569      0
    3.42          1.0         0.011203466         0        0.011203466       0
    3.43          1.0         0.0111251841        0        0.0111251841      0
    3.44          1.0         0.0110479881        0        0.0110479881      0
    3.45          1.0         0.0109718556        0        0.0109718556      0
    3.46          1.0         0.0108967648        0        0.0108967648      0
    3.47          1.0         0.0108226945        0        0.0108226945      0
    3.48          1.0         0.0107496239        0        0.0107496239      0
    3.49          1.0         0.0106775331        0        0.0106775331      0
    3.5           1.0         0.0106064024        0        0.0106064024      0
    3.51          1.0         0.0105362128        0        0.0105362128      0
    3.52          1.0         0.0104669457        0        0.0104669457      0
    3.53          1.0         0.0103985831        0        0.0103985831      0
    3.54          1.0         0.0103311074        0        0.0103311074      0
    3.55          1.0         0.0102645015        0        0.0102645015      0
    3.56          1.0         0.0101987486        0        0.0101987486      0
    3.57          1.0         0.0101338324        0        0.0101338324      0
    3.58          1.0         0.0100697371        0        0.0100697371      0
    3.59          1.0         0.0100064473        0        0.0100064473      0
    3.6           1.0         0.0099439478        0        0.0099439478      0
    3.61          1.0         0.009882224         0        0.009882224       0
    3.62          1.0         0.0098212614        0        0.0098212614      0
    3.63          1.0         0.0097610462        0        0.0097610462      0
    3.64          1.0         0.0097015646        0        0.0097015646      0
    3.65          1.0         0.0096428033        0        0.0096428033      0
    3.66          1.0         0.0095847493        0        0.0095847493      0
    3.67          1.0         0.00952739          0        0.00952739        0
    3.68          1.0         0.0094707129        0        0.0094707129      0
    3.69          1.0         0.0094147059        0        0.0094147059      0
    3.7           1.0         0.0093593573        0        0.0093593573      0
    3.71          1.0         0.0093046555        0        0.0093046555      0
    3.72          1.0         0.0092505892        0        0.0092505892      0
    3.73          1.0         0.0091971474        0        0.0091971474      0
    3.74          1.0         0.0091443194        0        0.0091443194      0
    3.75          1.0         0.0090920947        0        0.0090920947      0
    3.76          1.0         0.0090404629        0        0.0090404629      0
    3.77          1.0         0.0089894141        0        0.0089894141      0
    3.78          1.0         0.0089389384        0        0.0089389384      0
    3.79          1.0         0.0088890262        0        0.0088890262      0
    3.8           1.0         0.0088396682        0        0.0088396682      0
    3.81          1.0         0.0087908551        0        0.0087908551      0
    3.82          1.0         0.0087425781        0        0.0087425781      0
    3.83          1.0         0.0086948283        0        0.0086948283      0
    3.84          1.0         0.0086475971        0        0.0086475971      0
    3.85          1.0         0.0086008761        0        0.0086008761      0
    3.86          1.0         0.0085546572        0        0.0085546572      0
    3.87          1.0         0.0085089322        0        0.0085089322      0
    3.88          1.0         0.0084636933        0        0.0084636933      0
    3.89          1.0         0.0084189328        0        0.0084189328      0
    3.9           1.0         0.0083746431        0        0.0083746431      0
    3.91          1.0         0.0083308169        0        0.0083308169      0
    3.92          1.0         0.0082874469        0        0.0082874469      0
    3.93          1.0         0.008244526         0        0.008244526       0
    3.94          1.0         0.0082020473        0        0.0082020473      0
    3.95          1.0         0.008160004         0        0.008160004       0
    3.96          1.0         0.0081183894        0        0.0081183894      0
    3.97          1.0         0.008077197         0        0.008077197       0
    3.98          1.0         0.0080364205        0        0.0080364205      0
    3.99          1.0         0.0079960535        0        0.0079960535      0
    4             1.0         0.0079560899        0        0.0079560899      0
